schema,DG_ted,JE_ted,JSF_ted,DG_number_errors,JE_number_errors,JSF_number_errors,correct_instance_ast_size,DG_ast_size,JE_ast_size,JSF_ast_size
o36457,4,,194,0,,0,13,13,,287
o36460,0,0,10,0,0,0,1,1,1,15
o36461,1,1,1,0,0,0,3,3,3,3
o36463,1,1,1,0,0,0,3,3,3,3
o36464,1,1,1,0,0,0,3,3,3,3
o36468,,5,3,,0,0,7,,9,7
o36469,,132,3,,0,0,7,,157,7
o36571,2,6,55,0,0,0,5,5,9,63
o36572,,0,14,,0,0,1,,1,15
o36573,0,0,444,0,0,0,1,1,1,511
o36591,15,40,77,3,6,0,41,31,27,109
o36594,1,8,8,0,0,0,7,7,13,13
o36595,4,,7,0,,0,9,9,,13
o36596,3,,10,0,,0,9,9,,21
o36598,2,185,4,0,0,0,9,9,221,11
o36599,3,129,27,0,0,0,13,13,169,47
o366,1,,4,0,1,0,3,3,1,5
o36600,2,7,19,0,0,0,7,7,13,23
o36641,0,16,22,0,0,0,1,1,17,23
o36645,0,37,8,0,0,0,1,1,47,9
o36779,0,0,187,0,0,12,1,1,1,227
o36788,0,231,19,0,7,0,1,1,317,25
o36797,0,,,0,,,1,1,,
o36798,13,33,13,0,7,0,41,41,19,41
o369,5,,5,0,,0,11,11,,11
o37060,1,5,36,0,4,0,5,5,13,45
o37070,0,42,,0,2,,5,5,47,
o37075,0,2,16,0,0,0,3,3,5,19
o37085,2,,8,0,,0,9,9,,15
o37086,4,,32,0,,0,15,15,,51
o37087,0,,2,0,,0,3,3,,5
o37088,3,,3,0,,0,11,11,,11
o37090,2,,10,0,,0,9,9,,17
o37092,2,,2,0,,0,9,9,,9
o37094,4,,60,0,,0,33,33,,115
o37095,3,,3,0,,0,11,11,,11
o37096,3,,3,0,,0,11,11,,11
o37097,4,,6,0,,0,13,13,,15
o37098,1,,7,0,,0,5,5,,11
o37102,2,16,208,0,0,0,5,5,27,221
o373,3,9,627,0,1,0,11,11,7,873
o374,0,4,34,0,4,0,1,1,9,55
o37415,1,4,77,0,3,0,5,5,11,85
o375,0,63,45,0,0,0,1,1,77,73
o37603,1,27,,0,6,,5,5,49,
o37609,1,88,75,0,0,0,5,5,103,79
o37614,1,68,,0,2,,3,3,73,
o37615,1,3,,0,2,,3,3,5,
o37624,2,807,22,0,0,0,9,9,1043,33
o37649,0,,42,0,,1,1,1,,51
o37682,9,,31,0,,0,21,21,,47
o37714,0,0,81,0,0,0,1,1,1,97
o37715,6,,5,0,,0,15,15,,15
o37717,4,,228,0,,0,35,35,,265
o37718,1,,,0,,,5,5,,
o37721,7,7,39,0,0,0,15,15,15,53
o37722,4,13,14,0,1,0,13,13,27,23
o37724,2,,6,0,,0,5,5,,9
o37725,3,,3,0,,0,11,11,,11
o37727,0,5,227,0,3,0,7,7,9,241
o37728,3,,,0,,,9,9,,
o37729,2,5,591,0,2,0,7,7,9,615
o37730,4,,,0,,,11,11,,
o37731,4,,,0,,,15,15,,
o37786,0,,6,0,1,0,1,1,1,7
o37787,0,,4,0,1,0,1,1,1,5
o37788,0,,6,0,1,0,1,1,1,7
o37789,2,,192,0,1,1,7,7,1,217
o38403,2,,77,0,,0,11,11,,93
o38404,0,,157,0,,0,7,7,,175
o38405,9,,137,0,,0,53,53,,215
o38429,0,16,34,0,0,0,1,1,17,35
o38433,0,2,17,0,0,0,1,1,3,19
o38438,1,21,17,0,0,0,3,3,23,19
o38444,0,156,12,0,0,0,1,1,191,13
o38445,0,6,4,0,0,0,1,1,7,5
o38538,0,19,59,0,0,1,3,3,25,69
o38540,2,338,29,0,0,0,7,7,459,37
o38553,3,7,3,0,0,0,7,7,11,7
o38619,6,12,24,0,0,0,15,15,21,39
o38637,0,1013,255,0,106,0,211,211,1771,721
o38670,1,,,0,1,,3,3,1,
o38671,8,,159,0,1,1,7,9,1,185
o38735,0,0,35,0,0,0,1,1,1,47
o3895,0,38,67,0,8,1,1,1,57,77
o3905,0,0,2,0,0,0,1,1,1,3
o3906,1,3,1,0,1,0,3,3,5,3
o3907,2,200,117,0,0,0,9,9,229,129
o39075,15,,19,0,,0,33,33,,37
o39077,0,,4,0,,0,5,5,,9
o39078,8,,10,0,,0,23,23,,25
o39080,4,33,34,0,4,0,15,15,67,61
o39081,2,,10,0,,0,11,11,,25
o39082,2,,5,0,,0,9,9,,13
o39084,5,20,9,1,0,1,9,13,39,15
o39085,2,2,4,0,0,0,7,7,7,9
o39086,3,,13,0,,0,11,11,,27
o39088,5,,12,0,,0,17,17,,29
o39097,0,0,54,0,0,4,1,1,1,67
o39113,1,96,101,0,1,0,3,3,145,127
o39137,2,2,31,0,0,0,5,5,5,39
o39138,1,3,1,0,0,0,3,3,5,3
o3914,0,,65,0,,0,1,1,,73
o39141,4,,9,0,,0,11,11,,15
o39143,3,53,9,0,0,0,11,11,59,15
o39146,2,6,26,0,1,0,5,5,9,33
o39147,9,42,13,0,3,0,25,25,59,29
o39150,4,124,2,1,1,1,5,7,161,5
o39165,0,110,5,0,0,0,3,3,123,9
o39166,0,228,16,0,0,0,1,1,289,17
o39168,1,,2,0,1,0,7,7,1,7
o39176,0,,6,0,,0,5,5,,11
o3920,0,18,6,0,6,0,1,1,25,7
o39208,0,0,6,0,0,0,1,1,1,7
o39210,0,0,557,0,0,86,3,3,3,637
o39214,0,1,,0,0,,3,3,3,
o3922,1,14,9,0,6,0,3,3,17,11
o3923,1,11,9,0,5,0,3,3,13,11
o39230,1,2,4,0,0,0,5,5,5,7
o39233,0,0,94,0,0,5,1,1,1,107
o3924,3,,8,0,,0,9,9,,15
o3925,0,1,112,0,1,4,1,1,3,121
o39256,1,166,68,0,0,0,5,5,205,95
o393,6,6,6,0,0,0,13,13,13,13
o39367,2,59,29,0,0,0,9,9,79,51
o39369,1,73,898,0,3,0,5,5,89,967
o39396,2,15,7,0,1,0,5,5,27,11
o39420,3,,34,0,,0,13,13,,47
o39423,0,0,3,0,0,0,1,1,1,5
o39424,0,0,7,0,0,0,1,1,1,13
o39426,0,0,18,0,0,0,1,1,1,21
o39428,0,0,4,0,0,0,1,1,1,5
o39429,0,0,8,0,0,0,1,1,1,11
o39431,1,727,1,0,5,0,3,3,1037,3
o39432,0,0,6,0,0,0,1,1,1,7
o39434,0,0,10,0,0,0,1,1,1,13
o39435,0,0,22,0,0,0,1,1,1,27
o39436,0,0,16,0,0,0,1,1,1,19
o39437,0,0,7,0,0,0,1,1,1,9
o39439,0,0,2,0,0,0,1,1,1,3
o39440,0,1,0,0,0,0,3,3,3,3
o39441,0,0,4,0,0,0,1,1,1,5
o39442,0,0,2,0,0,0,1,1,1,3
o39443,0,0,2,0,0,0,1,1,1,3
o39444,,18,160,,0,6,1,,23,165
o39445,0,28,14,0,0,0,1,1,29,15
o39447,0,6,44,0,0,0,1,1,7,51
o39448,0,32,,0,0,,1,1,55,
o39452,0,10,16,0,0,0,1,1,11,17
o39484,0,,18,0,,0,3,3,,23
o39491,2,,26,0,,0,7,7,,35
o39494,3,3,3,0,0,0,7,7,7,7
o39497,4,,4,0,,0,9,9,,9
o39505,3,3,3,0,0,0,7,7,7,7
o39508,3,,5,0,,0,7,7,,9
o39514,2,2,2,0,0,0,5,5,5,5
o39515,3,3,3,0,0,0,7,7,7,7
o39520,0,18,8,0,0,0,1,1,19,9
o39527,1,,163,0,,0,5,5,,201
o39529,1,25,8,0,0,0,3,3,27,15
o39532,3,7,596,0,0,0,9,9,13,605
o39535,5,180,207,0,2,59,21,25,239,259
o39536,0,2143,144,0,0,0,1,1,2639,159
o39721,2,,24,0,,0,5,5,,27
o39722,,62,19,,1,0,1,,69,29
o39749,,0,30,,0,0,1,,1,31
o39751,1,12,310,0,0,0,5,5,21,335
o39754,0,20,35,0,0,0,1,1,25,39
o39766,4,4,4,0,0,0,9,9,9,9
o39767,7,9,7,0,0,0,15,15,17,15
o39780,2,,5,0,,0,9,9,,15
o39794,1,,120,0,,0,5,5,,139
o39871,0,232,10,0,0,0,3,3,281,13
o40179,2,20,18,0,0,0,5,5,25,21
o40180,3,3,9,0,0,0,7,7,7,13
o40181,6,,7,0,,0,17,17,,17
o40220,4,47,20,0,0,0,11,11,63,31
o40222,2,11,6,0,0,0,7,7,25,15
o40223,2,2,2,0,0,0,5,5,5,5
o40224,3,3,3,0,0,0,7,7,7,7
o40225,2,2,2,1,1,0,5,,5,5
o40228,2,34,2,0,2,0,5,5,45,5
o40229,1,60,1,0,1,0,3,3,67,3
o40346,1,,9,0,,0,5,5,,17
o40349,1,,1,0,,0,5,5,,5
o40350,5,5,5,0,1,0,7,3,3,7
o40351,1,,5,0,,0,5,5,,9
o40352,1,,2,0,,0,5,5,,7
o40353,1,,1,0,,0,7,7,,7
o40355,0,,0,0,,0,3,3,,3
o40357,7,10,10,1,1,0,15,11,9,17
o40360,3,84,311,0,7,1,11,11,109,375
o40388,7,17,130,0,0,0,21,21,31,157
o40395,4,,35,0,,0,15,15,,47
o40454,23,,179,0,,5,121,121,,301
o4050,1,,1,0,,0,1,1,,1
o40744,1,29,5,0,0,0,3,3,41,7
o40753,,8,10,,0,0,1,,9,11
o40778,3,359,14,0,0,0,9,9,459,23
o40779,6,,50,0,,0,17,17,,67
o41033,2,3,3,0,3,0,7,7,7,7
o41044,0,27,2,0,0,0,1,1,35,3
o41046,0,7,65,0,0,0,5,5,19,77
o41049,3,3,3,0,1,0,7,7,7,7
o41072,0,9,,0,8,,1,1,19,
o41074,0,307,14,0,0,0,1,1,369,15
o41077,0,6,8,0,0,0,1,1,7,9
o41081,2,31,334,0,0,0,5,5,45,373
o41096,0,38,12,0,0,0,1,1,51,13
o4139,0,0,118,0,0,0,1,1,1,151
o41609,1,,1,0,,0,1,1,,1
o41645,0,,1,0,,0,3,3,,3
o41658,0,,0,0,,0,1,1,,1
o41679,2,2,1,0,1,0,3,3,3,3
o41698,5,109,6,0,0,0,15,15,167,15
o41699,9,,36,0,,0,25,25,,55
o41702,1,,0,0,,0,1,1,,1
o41710,0,,1,0,,0,3,3,,3
o41717,4,4,3,0,0,0,9,9,9,9
o41729,0,0,6,0,0,0,1,1,1,9
o41730,0,0,33,0,0,0,1,1,1,41
o41731,0,0,6,0,0,0,1,1,1,7
o41733,1,,1,0,,0,3,3,,3
o41735,0,,,0,,0,1,1,,1
o41750,2,26,4,0,0,0,5,5,29,7
o41759,,,71,,,0,1,,,75
o41764,0,0,13,0,0,0,1,1,1,15
o41765,0,,33,0,,0,1,1,,37
o41787,1,3,1,0,0,0,3,3,5,3
o41800,0,112,70,0,0,0,1,1,131,73
o41802,0,49,15,0,0,0,3,3,75,25
o41803,0,352,64,0,0,0,3,3,533,95
o41810,0,0,92,0,0,0,1,1,1,93
o4197,2,,188,0,,12,9,9,,219
o42021,0,286,18,0,0,1,3,3,347,23
o42024,3,3,3,0,0,0,7,7,7,7
o42026,1,,577,0,,0,7,7,,639
o42027,1,,49,0,,0,7,7,,75
o42028,0,13,12,0,0,0,1,1,19,13
o42029,5,,74,0,,0,19,19,,91
o42041,1,,76,0,,0,7,7,,103
o42054,0,,347,0,,0,11,11,,457
o42056,1,,144,0,,0,13,13,,201
o42057,1,,175,0,,0,15,15,,225
o42058,0,,290,0,,0,17,17,,427
o42127,2,306,247,0,0,0,5,5,425,277
o42140,0,40,130,0,0,0,1,1,51,135
o42146,5,11,5,0,0,0,13,13,19,13
o42148,2,35,110,0,11,10,7,7,61,129
o42149,0,,0,0,,0,3,3,,3
o42156,0,6,1,0,1,0,3,3,7,3
o42158,0,1,0,0,1,0,3,3,3,3
o42159,1,31,1,0,1,0,5,5,47,5
o42161,0,59,1,0,1,0,5,5,73,5
o42167,1,15,1,0,0,0,5,5,19,5
o42168,0,51,57,0,0,0,1,1,67,65
o42169,0,2,17,0,0,0,1,1,3,21
o42170,0,343,12,0,0,0,5,5,451,17
o42178,0,97,,0,0,,1,1,125,
o42179,0,38,11,0,0,0,1,1,39,15
o42180,,18,,,0,,1,,19,
o42181,,4,,,0,,1,,5,
o42186,0,29,5,0,0,0,3,3,33,9
o42187,0,226,28,0,0,0,1,1,263,33
o42208,0,,28,0,,0,1,1,,33
o42212,0,77,14,0,0,0,1,1,83,17
o42215,0,,,0,,0,1,1,,1
o42216,2,118,45,0,3,0,5,5,161,63
o42217,2,16,932,1,8,0,3,3,19,1357
o42223,0,120,49,0,0,0,5,5,171,57
o42252,0,419,381,0,11,0,7,7,495,489
o42253,1,,119,0,,0,13,13,,145
o42282,0,6,31,0,0,0,1,1,7,37
o42283,0,14,12,0,0,0,1,1,15,13
o42284,0,383,6,0,0,0,1,1,497,7
o42285,0,26,22,0,0,0,1,1,39,23
o42286,0,12,36,0,0,0,1,1,13,41
o42287,0,6,12,0,0,0,1,1,7,13
o42288,0,8,26,0,0,0,1,1,9,27
o42289,0,12,10,0,0,0,1,1,19,11
o42290,0,86,20,0,0,0,1,1,107,21
o42291,1,5,13,0,0,0,1,1,5,13
o42292,0,21,12,0,0,0,1,1,29,13
o42293,0,40,4,0,0,0,1,1,41,5
o42295,0,,6,0,1,0,1,1,1,7
o42296,0,4,22,0,0,0,1,1,5,23
o42297,0,63,2,0,0,0,1,1,87,3
o42298,0,271,51,0,0,0,1,1,313,57
o42299,0,0,14,0,0,0,1,1,1,15
o42300,0,40,25,0,0,0,1,1,41,29
o42301,0,35,10,0,0,0,1,1,45,11
o42302,0,2,15,0,0,0,1,1,3,19
o42303,0,8,20,0,0,0,1,1,9,21
o42304,0,35,36,0,0,0,1,1,49,47
o42305,0,4,6,0,0,0,1,1,5,7
o42306,0,24,40,0,0,0,1,1,29,45
o42307,0,8,41,0,0,0,1,1,9,47
o42308,0,6,16,0,0,0,1,1,7,17
o42309,0,18,10,0,0,0,1,1,19,11
o4231,,0,18,,0,0,1,,1,19
o42312,0,,22,0,,0,1,1,,25
o4234,0,28,6,0,0,0,1,1,29,7
o4236,2,,10,0,,0,7,7,,15
o42456,3,1597,13,0,0,0,17,17,2081,27
o4249,0,28,14,0,5,0,7,7,41,21
o42515,3,9,9,0,5,0,7,7,13,13
o42519,0,37,10,0,0,0,1,1,45,11
o42521,1,3,9,0,2,0,3,3,5,11
o42523,0,2,8,0,0,0,1,1,3,9
o42525,1,3,5,0,2,0,3,3,5,7
o42527,1,3,11,0,1,0,3,3,5,13
o42529,1,3,15,0,1,0,3,3,5,17
o42534,0,10,4,0,0,0,1,1,11,5
o42536,0,8,10,0,0,0,1,1,9,11
o42540,0,38,4,0,0,0,1,1,53,5
o42546,2,6,10,0,1,0,5,5,9,13
o42552,2,,6,0,,0,5,5,,9
o42560,2,2,18,0,2,0,5,5,5,21
o42566,2,,10,0,,0,5,5,,13
o42568,2,6,2,0,1,0,5,5,9,5
o42575,2,,5,0,,0,5,5,,9
o42576,2,6,24,0,2,0,5,5,9,29
o42578,2,2,28,0,2,0,5,5,5,33
o42580,2,2,18,0,2,0,5,5,5,21
o42598,2,6,24,0,2,0,5,5,9,27
o42599,2,2,2,0,2,0,5,5,5,5
o42601,2,6,24,0,2,0,5,5,9,27
o42606,1,9,11,0,1,0,3,3,11,13
o42607,1,3,15,0,1,0,3,3,5,17
o42609,1,,1,0,,0,3,3,,3
o42650,1,11,11,0,1,0,3,3,19,13
o42651,1,17,42,0,1,0,3,3,23,45
o42653,1,,17,0,,0,3,3,,19
o42660,1,161,36,0,0,0,3,3,227,39
o42662,1,11,44,0,0,0,3,3,13,47
o42664,1,142,42,0,2,0,3,3,201,45
o42666,1,3,30,0,1,0,3,3,5,33
o42667,1,13,1,0,1,0,3,3,15,3
o42668,1,19,1,0,3,0,3,3,23,3
o42670,1,9,7,0,1,0,3,3,11,9
o42697,1,3,41,0,0,0,3,3,5,45
o42712,1,14,54,0,1,0,3,3,17,57
o42792,2,,6,0,,0,5,5,,9
o42810,1,15,35,0,1,0,3,3,17,37
o42814,1,,27,0,,0,3,3,,29
o42855,1,9,21,0,1,0,3,3,11,23
o42866,1,5,37,0,2,0,3,3,7,39
o42888,2,,8,0,,0,5,5,,11
o42889,2,,20,0,,0,5,5,,23
o42890,2,,12,0,,0,5,5,,15
o42892,2,6,12,0,2,0,5,5,9,15
o42964,1,18,32,0,0,0,5,5,21,35
o42976,0,0,8,0,0,0,1,1,1,9
o42980,1,14,7,0,4,0,7,7,19,15
o42981,0,225,12,0,0,0,1,1,273,13
o42982,2,3,2,0,1,0,7,7,7,7
o42983,1,,8,0,,0,5,5,,17
o42984,1,57,3,0,2,0,5,5,69,7
o42985,0,96,41,0,7,2,3,3,107,47
o42986,0,6,6,0,0,0,1,1,7,7
o42988,0,89,4,0,0,0,1,1,113,5
o42989,0,9,36,0,1,0,1,1,19,47
o42992,0,0,4454,0,0,15,1,1,1,5579
o42994,6,24,39,1,6,0,9,9,39,53
o43004,2,34,3,0,0,0,9,9,59,11
o43007,0,136,16,0,0,0,5,5,173,21
o43008,5,21,7,0,0,0,17,17,49,19
o43009,32,,92,0,,0,117,117,,171
o43012,49,,3474,0,,0,163,163,,3607
o43017,1,932,87,0,26,5,9,9,1269,111
o43018,2,18,260,0,0,0,5,5,21,283
o43029,1,,17,0,,0,9,9,,25
o43042,2,,7,0,,0,13,13,,19
o43045,5,,15,0,,0,17,17,,27
o43046,18,,3180,0,,1311,49,49,,3555
o43079,3,47,5,0,1,0,3,5,57,7
o43083,1,,15,0,,1,5,5,,31
o43114,3,,28,0,,0,11,11,,35
o43189,2,2,80,0,0,4,5,5,5,87
o43193,0,80,16,0,0,0,1,1,81,17
o43196,15,18,17,0,4,19,37,37,45,41
o43198,0,3,60,0,3,0,1,1,7,65
o43202,0,1,45,0,1,0,1,1,3,51
o43203,0,37,32,0,11,0,1,1,59,41
o43207,0,9,13,0,8,0,1,1,19,15
o43209,0,5,85,0,5,0,1,1,11,91
o43210,17,16,21,0,0,0,43,43,43,49
o43218,8,8,8,0,0,0,17,17,17,17
o43219,1,24,64,0,13,0,7,7,43,77
o43222,5,5,5,0,0,0,11,11,11,11
o43224,11,11,11,0,0,0,23,23,23,23
o43232,0,77,65,0,28,0,9,9,121,87
o43234,4,4,4,0,0,0,9,9,9,9
o43278,0,70,14,0,0,0,1,1,71,15
o43291,2,3,2,0,1,0,7,7,7,7
o43292,1,1,5,0,0,0,3,3,3,7
o43293,3,,15,0,,0,9,9,,21
o43294,0,70,6,0,0,0,1,1,91,7
o43295,0,112,56,0,0,0,3,3,123,63
o43296,0,7,130,0,5,0,5,5,19,143
o43297,1,,30,0,,0,5,5,,39
o43298,0,16,53,0,0,0,3,3,19,57
o43309,0,350,59,0,0,0,1,1,491,89
o43322,1,242,11,0,0,0,3,3,295,17
o43323,0,0,4,0,0,0,1,1,1,5
o43342,0,,48,0,,0,1,1,,61
o43343,,,23,,,0,11,,,35
o43344,4,,14,0,,0,11,11,,21
o43345,0,,167,0,,2,7,7,,181
o4354,4,54,24,0,2,0,17,17,63,41
o4360,0,28,113,0,0,0,1,1,29,117
o43729,1,3,7,0,1,0,3,3,5,9
o43970,1,1,1,0,0,0,3,3,3,3
o43971,2,6,16,0,0,0,5,5,9,19
o43974,2,2,2,0,0,0,5,5,5,5
o43976,0,0,6,0,0,0,1,1,1,7
o43977,1,3,1,0,0,0,3,3,5,3
o43979,1,,1,0,,0,3,3,,3
o43981,0,0,5,0,0,0,1,1,1,9
o43982,1,3,3,0,0,0,3,3,5,5
o43985,1,,128,0,,0,5,5,,145
o43986,1,3,3,0,0,0,3,3,5,5
o43988,4,,6,0,,0,9,9,,11
o43991,5,,38,0,,3,19,19,,55
o43992,4,,4,0,,0,9,9,,9
o43993,3,,3,0,,0,7,7,,7
o43994,4,,151,0,,0,9,9,,169
o43995,1,,2,0,,0,3,3,,5
o43997,2,6,4,0,0,0,5,5,9,7
o43998,1,,4,0,,0,5,5,,9
o43999,2,,3,0,,0,7,7,,7
o44006,0,0,0,0,0,0,1,1,1,1
o44008,1,,4,0,,0,3,3,,7
o44009,0,0,13,0,0,0,1,1,1,19
o44010,0,0,2,0,0,0,1,1,1,3
o44020,2,,4,0,,0,7,7,,9
o44022,0,0,8,0,0,0,1,1,1,9
o44051,5,,7,0,,0,11,11,,13
o44052,2,,8,0,,0,9,9,,13
o44097,2,,4,0,,0,5,5,,7
o44119,1,,1,0,,0,1,1,,1
o44126,1,,0,0,,0,1,1,,1
o4413,0,25,1316,0,8,0,3,3,35,1627
o44130,2,2,2,0,0,0,5,5,5,5
o44135,4,33,3,0,0,0,21,21,77,21
o44186,1,,19,0,,0,7,7,,25
o44187,2,,5,0,,0,7,7,,11
o44188,1,,1,0,,0,5,5,,5
o44189,1,,11,0,,0,5,5,,15
o44190,1,,5,0,,0,5,5,,9
o44194,0,158,770,0,0,0,1,1,223,875
o44196,8,,56,0,,0,23,23,,75
o44202,4,705,148,0,43,0,21,21,923,189
o44203,2,,6,0,,0,5,5,,9
o44204,2,2,8,0,1,0,5,5,5,11
o44205,2,12,24,0,1,0,5,5,15,27
o44206,2,8,17,0,1,0,5,5,11,21
o44208,0,2,8,0,0,0,1,1,3,9
o44213,1,6,407,0,1,0,5,5,9,445
o44225,0,36,513,0,0,0,1,1,37,527
o44227,0,366,4,0,0,0,1,1,477,5
o44228,0,11,12,0,0,0,1,1,15,13
o44231,0,8,6,0,0,0,1,1,9,7
o44234,0,10,10,0,0,0,1,1,11,11
o44238,0,601,8,0,0,0,1,1,789,9
o44241,0,27,8,0,0,0,1,1,33,9
o44250,1,,4,0,,0,5,5,,7
o44253,0,21,13,0,0,0,3,3,31,19
o44258,1,7,9,0,0,0,3,3,9,11
o44260,1,55,1,0,0,0,3,3,71,3
o44261,1,35,6,0,0,0,3,3,39,11
o44262,0,14,4,0,0,0,1,1,15,5
o44264,0,24,16,0,0,0,1,1,25,21
o44267,0,36,15,0,0,0,1,1,37,21
o44268,0,58,14,0,0,0,1,1,67,15
o44275,0,68,10,0,0,0,1,1,75,11
o44276,0,8,6,0,0,0,1,1,9,7
o44280,2,2,2,0,0,0,5,5,5,5
o44284,2,23,8,0,0,0,5,5,29,11
o44286,0,70,8,0,0,0,1,1,101,9
o44287,1,137,7,0,0,0,3,3,181,9
o44288,1,84,30,0,0,0,11,11,109,47
o44295,0,8,8,0,0,0,1,1,9,11
o44296,0,6,6,0,0,0,1,1,7,7
o44297,0,28,22,0,0,0,1,1,33,23
o44298,0,10,12,0,0,0,1,1,11,13
o44299,0,27,4,0,0,0,1,1,29,5
o44303,0,22,6,0,0,0,1,1,25,7
o44307,0,16,4,0,0,0,1,1,17,5
o44309,0,0,10,0,0,0,1,1,1,11
o44311,0,20,4,0,0,0,1,1,21,5
o44344,4,7,13,0,0,0,11,11,13,19
o44346,3,35,5,0,0,0,11,11,47,11
o44349,9,66,13,0,4,0,25,25,99,29
o44352,4,61,2,1,1,0,5,7,73,5
o44363,2,6,2,0,0,0,5,5,9,5
o44368,1,,7,0,1,0,7,7,1,13
o44372,3,,3,0,,0,7,7,,7
o44373,0,235,0,0,0,0,3,3,293,3
o44376,0,,6,0,,0,5,5,,11
o44455,0,12,14,0,0,0,1,1,15,15
o44456,0,8,2,0,0,0,1,1,9,3
o44458,0,48,22,0,0,0,1,1,67,23
o44459,0,81,23,0,0,0,1,1,117,25
o44462,,42,16,,4,2,25,,67,39
o44463,5,21,5,1,1,1,15,15,35,15
o44713,6,,48,1,,0,23,,,73
o44926,0,0,160,0,0,0,1,1,1,193
o44934,0,0,48,0,0,0,1,1,1,61
o44946,0,2072,646,0,221,10,11,11,2755,735
o44947,0,1025,140,0,0,0,3,3,1315,153
o44949,0,76,38,0,0,0,3,3,83,43
o44959,0,6,64,0,4,3,5,5,9,77
o44986,2,92,6,0,0,0,5,5,121,9
o44987,5,,9,0,,0,11,11,,15
o44989,1,44,1,0,0,0,3,3,55,3
o44993,2,30,2,0,0,0,5,5,33,5
o45018,0,13,4,0,0,0,1,1,17,5
o45019,0,108,4,0,0,0,1,1,117,5
o45020,0,12,2,0,0,0,1,1,13,3
o45021,0,8,8,0,0,0,1,1,9,9
o45022,0,4,4,0,0,0,1,1,5,5
o45023,0,2,2,0,0,0,1,1,3,3
o45024,0,29,4,0,0,0,1,1,41,5
o45025,0,8,2,0,0,0,1,1,9,3
o45026,0,6,6,0,0,0,1,1,7,7
o45027,0,6,4,0,0,0,1,1,7,5
o45028,0,28,2,0,0,0,1,1,39,3
o45029,0,28,2,0,0,0,1,1,29,3
o45114,0,39,23,0,0,0,1,1,53,33
o45117,0,43,17,0,0,0,1,1,49,21
o45133,0,56,5,0,0,0,1,1,65,7
o45134,0,197,268,0,0,0,1,1,233,307
o45138,0,0,71,0,0,0,1,1,1,93
o45139,0,,38,0,,0,1,1,,51
o45140,0,27,29,0,0,0,1,1,35,39
o45159,0,2505,147,0,0,0,1,1,3123,169
o45160,0,116,23,0,0,0,1,1,139,25
o45162,0,91,19,0,0,0,1,1,121,21
o45164,0,106,65,0,0,0,1,1,115,71
o45166,0,309,22,0,0,0,1,1,391,25
o45167,0,117,55,0,0,0,1,1,127,67
o45169,0,350,18,0,0,0,1,1,499,29
o45171,0,29,35,0,0,0,1,1,35,47
o45172,0,,89,0,,0,1,1,,109
o45174,0,44,71,0,0,0,1,1,49,77
o45175,0,10,19,0,0,0,1,1,13,23
o45179,0,3531,151,0,0,0,1,1,4785,157
o45182,0,187,7,0,0,0,1,1,249,9
o45184,0,2877,76,0,0,0,1,1,3715,83
o45185,0,1149,217,0,0,0,1,1,1511,259
o45186,0,123,65,0,0,0,1,1,141,71
o45188,0,16,17,0,0,0,1,1,21,23
o45189,0,4506,34,0,0,0,1,1,6235,43
o45190,0,707,67,0,0,0,1,1,803,73
o45193,0,304,6,0,0,0,1,1,429,9
o45195,0,1135,80,0,0,0,1,1,1445,97
o45196,0,,683,0,,0,1,1,,767
o45197,0,1392,60,0,0,0,1,1,1711,65
o45198,0,124,125,0,0,0,1,1,137,131
o45199,0,1983,228,0,0,0,1,1,2575,279
o45200,0,822,115,0,0,0,1,1,961,129
o45201,0,,765,0,,0,1,1,,889
o45203,0,,58,0,,0,1,1,,67
o45205,0,2118,104,0,0,0,1,1,2617,119
o45209,0,103,50,0,0,0,1,1,145,71
o45210,0,9593,200,0,0,0,1,1,12135,241
o45211,0,1613,194,0,0,0,1,1,2049,241
o45213,0,4,3,0,0,0,1,1,9,7
o45214,0,675,452,0,0,0,1,1,835,513
o45215,0,,28,0,,0,1,1,,35
o45216,0,271,143,0,0,0,1,1,381,177
o45217,0,18,85,0,0,0,1,1,21,91
o45219,0,154,51,0,0,0,1,1,205,71
o45221,0,380,449,0,0,0,1,1,415,479
o45223,0,891,130,0,0,0,1,1,1131,151
o45224,0,17153,3070,0,0,0,1,1,21491,3275
o45225,0,860,65,0,0,0,1,1,1069,77
o45226,0,476,440,0,0,0,1,1,547,473
o45227,0,196,469,0,0,0,1,1,233,489
o45229,0,3,4,0,0,0,1,1,7,9
o45232,0,8187,192,0,0,0,1,1,10001,221
o45260,5,,7,2,,3,13,13,,15
o45261,2,4,16,0,0,0,5,5,7,19
o45263,2,,6,0,,0,7,7,,11
o45264,2,8,256,0,1,0,7,7,13,361
o45281,13,14,55,0,0,0,33,33,35,85
o45282,13,16,57,0,0,0,33,33,41,83
o45283,12,42,120,0,0,0,33,33,73,149
o45306,5,16,194,0,8,0,15,15,35,359
o45307,4,4,15,0,1,0,9,9,9,25
o45310,1,39,48,0,3,0,7,7,59,67
o45313,0,371,331,0,0,0,1,1,477,361
o45388,,0,2,,0,0,1,,1,3
o45395,2,,,0,,,5,5,,
o45398,,0,,,0,,1,,1,
o45400,1,,,0,,,3,3,,
o45401,,0,,,0,,1,,1,
o45404,,0,,,0,,1,,1,
o45405,,0,2,,0,0,1,,1,3
o45407,,0,,,0,,1,,1,
o45408,,0,4,,0,0,1,,1,5
